trip_id,destination,trip_duration_days,total_budget_inr,group_size,primary_interest,secondary_interest,accommodation_preference,travel_season,destination_cost_tier,is_first_time,transport_mode,has_special_occasion,has_health_conditions,accommodation_budget_pct,food_dining_budget_pct,activities_attractions_budget_pct,local_transport_budget_pct,shopping_misc_budget_pct,contingency_budget_pct
T16687,Agra,10,29647,8,Beach,Cultural,Mid-range,Moderate,Tier-2,False,Train,False,True,28.2,21.4,23.5,10.6,8.6,7.7
T16688,Rishikesh,18,36220,10,Spiritual,Heritage,Mid-range,Peak,Tier-3,False,Flight,False,True,32.0,19.2,20.9,10.8,9.6,7.5
T16689,Rishikesh,20,21710,5,Beach,Spiritual,Luxury,Peak,Tier-3,True,Own-vehicle,False,False,37.5,18.5,18.9,9.1,7.8,8.2
T16690,Mumbai,6,15751,1,Adventure,Beach,Mid-range,Peak,Tier-1,False,Flight,False,True,38.2,18.3,21.0,7.6,7.5,7.4
T16691,Mumbai,22,41463,5,Cultural,Adventure,Mid-range,Peak,Tier-1,True,Train,True,False,37.9,18.7,20.4,8.7,7.7,6.6
T16692,Rajasthan (non-GT),5,7201,9,Beach,Heritage,Budget,Moderate,Tier-3,False,Flight,False,False,20.7,20.9,33.3,8.9,8.2,8.0
T16693,Kolkata,11,24932,6,Spiritual,Cultural,Mid-range,Off-season,Tier-2,True,Flight,False,True,25.7,20.1,24.0,12.0,9.2,9.0
T16694,Northeast India,5,8618,4,Beach,Adventure,Luxury,Moderate,Tier-3,True,Train,False,False,32.1,20.3,22.5,8.6,8.2,8.3
T16695,Delhi,28,12454,3,Spiritual,Cultural,Mid-range,Peak,Tier-1,False,Own-vehicle,False,False,41.2,17.7,18.3,8.0,7.1,7.7
T16696,Pune,16,9055,2,Cultural,Cultural,Mid-range,Moderate,Tier-2,False,Train,True,False,30.8,19.9,22.1,10.4,8.5,8.3
T16697,Goa,24,46737,10,Food,Beach,Budget,Peak,Tier-1,True,Train,False,False,32.7,22.9,22.8,8.0,7.4,6.2
T16698,Rajasthan (non-GT),9,24929,3,Heritage,Food,Luxury,Off-season,Tier-3,False,Bus,False,False,29.5,23.8,21.7,8.9,8.1,8.0
T16699,Kerala,14,19518,2,Cultural,Heritage,Luxury,Moderate,Tier-3,True,Flight,False,False,34.0,20.1,20.6,8.1,8.7,8.5
T16700,Rishikesh,16,32725,10,Food,Adventure,Mid-range,Off-season,Tier-3,False,Train,False,False,21.3,28.5,24.2,9.8,8.6,7.6
T16701,Varanasi,28,17867,10,Beach,Spiritual,Luxury,Peak,Tier-2,True,Train,False,False,41.0,17.9,17.6,8.4,7.4,7.7
T16702,Goa,9,38678,6,Food,Spiritual,Budget,Moderate,Tier-1,False,Train,True,False,28.5,23.5,23.8,9.0,7.1,8.1
T16703,Lucknow,15,25168,10,Heritage,Spiritual,Budget,Moderate,Tier-2,False,Own-vehicle,False,False,22.7,20.6,29.9,10.0,9.0,7.8
T16704,Rishikesh,20,47443,8,Adventure,Heritage,Mid-range,Peak,Tier-3,True,Flight,False,False,29.7,20.9,24.3,9.5,8.5,7.1
T16705,Mumbai,12,30026,1,Food,Adventure,Mid-range,Peak,Tier-1,True,Flight,False,True,38.1,21.0,19.4,7.4,7.3,6.8
T16706,Rishikesh,20,24512,1,Heritage,Food,Mid-range,Moderate,Tier-3,False,Train,False,False,26.9,25.2,23.6,8.8,8.3,7.2
T16707,Agra,23,17812,8,Beach,Adventure,Budget,Peak,Tier-2,True,Bus,False,False,29.0,20.5,27.9,9.0,7.3,6.3
T16708,Mumbai,20,21390,2,Spiritual,Food,Mid-range,Off-season,Tier-1,False,Train,False,True,32.9,21.5,20.5,9.2,7.5,8.4
T16709,Bangalore,28,6804,10,Adventure,Beach,Luxury,Off-season,Tier-1,True,Bus,False,False,35.1,19.7,21.8,8.7,7.6,7.1
T16710,Bangalore,7,12401,2,Food,Heritage,Luxury,Off-season,Tier-1,True,Train,True,False,37.3,23.1,17.7,8.0,7.7,6.2
T16711,Rishikesh,6,22052,9,Heritage,Spiritual,Budget,Peak,Tier-3,False,Flight,False,False,26.6,20.4,28.6,9.0,8.0,7.4
T16712,Northeast India,21,32181,7,Spiritual,Heritage,Mid-range,Moderate,Tier-3,True,Flight,True,False,25.5,20.4,24.0,12.0,8.9,9.2
T16713,Himachal Pradesh,11,24326,8,Adventure,Heritage,Mid-range,Moderate,Tier-3,False,Flight,False,False,23.7,22.0,28.0,9.2,8.6,8.5
T16714,Rishikesh,16,51668,7,Adventure,Spiritual,Mid-range,Peak,Tier-3,False,Train,False,False,31.0,20.0,23.3,9.3,8.6,7.8
T16715,Goa,16,14482,3,Beach,Heritage,Mid-range,Peak,Tier-1,True,Flight,True,False,40.8,18.2,20.2,7.5,6.6,6.7
T16716,Jaipur,10,94330,3,Food,Spiritual,Budget,Moderate,Tier-1,True,Train,True,False,29.9,22.8,23.9,8.5,7.5,7.4
T16717,Hyderabad,4,24817,1,Beach,Spiritual,Alternative,Off-season,Tier-2,True,Train,False,False,25.4,20.5,27.3,9.0,9.5,8.3
T16718,Delhi,17,20875,2,Spiritual,Adventure,Mid-range,Peak,Tier-1,True,Flight,False,False,40.6,17.4,19.2,8.0,7.1,7.7
T16719,Varanasi,18,12386,4,Spiritual,Heritage,Mid-range,Off-season,Tier-2,False,Train,False,False,27.9,19.8,25.0,10.4,9.5,7.4
T16720,Goa,19,39682,8,Cultural,Heritage,Mid-range,Peak,Tier-1,True,Train,False,False,38.9,18.7,19.3,8.4,7.6,7.1
T16721,Kolkata,26,24267,4,Spiritual,Beach,Luxury,Moderate,Tier-2,False,Flight,False,False,37.9,18.7,18.6,8.3,7.8,8.7
T16722,Jaipur,24,12336,2,Food,Cultural,Mid-range,Peak,Tier-1,True,Bus,False,False,37.7,21.9,17.4,7.5,7.2,8.3
T16723,Northeast India,27,28019,3,Beach,Adventure,Budget,Off-season,Tier-3,True,Bus,True,False,20.0,25.5,30.5,7.7,7.9,8.4
T16724,Udaipur,2,67828,5,Adventure,Food,Mid-range,Peak,Tier-2,True,Bus,False,True,33.2,21.9,21.3,8.9,7.4,7.3
T16725,Rishikesh,22,39203,3,Adventure,Cultural,Mid-range,Peak,Tier-3,True,Flight,False,False,32.6,20.3,23.3,8.4,7.7,7.7
T16726,Udaipur,23,22526,3,Beach,Spiritual,Luxury,Off-season,Tier-2,False,Bus,False,False,33.9,19.2,21.2,8.9,8.3,8.5
T16727,Delhi,20,31535,5,Beach,Cultural,Budget,Off-season,Tier-1,False,Train,False,False,26.5,21.1,30.2,8.1,8.1,6.0
T16728,Udaipur,19,17695,2,Beach,Heritage,Mid-range,Off-season,Tier-2,True,Train,False,False,26.8,21.6,25.0,9.4,8.5,8.7
T16729,Udaipur,5,56233,7,Cultural,Food,Luxury,Off-season,Tier-2,True,Flight,False,False,31.6,22.7,19.3,9.9,8.4,8.1
T16730,Goa,29,27355,2,Heritage,Adventure,Budget,Peak,Tier-1,True,Flight,False,False,34.7,18.8,25.5,7.2,7.5,6.3
T16731,Mumbai,2,11409,5,Spiritual,Food,Mid-range,Peak,Tier-1,True,Train,False,False,43.5,18.7,15.4,8.4,7.6,6.4
T16732,Varanasi,6,25566,4,Cultural,Adventure,Budget,Moderate,Tier-2,False,Train,False,False,24.6,20.7,30.5,8.6,8.4,7.2
T16733,Himachal Pradesh,30,181575,10,Beach,Heritage,Luxury,Peak,Tier-3,True,Own-vehicle,False,False,37.1,19.5,19.7,9.0,7.6,7.1
T16734,Jaipur,3,61565,10,Beach,Adventure,Mid-range,Peak,Tier-1,True,Train,False,False,37.3,18.7,20.9,8.6,7.3,7.2
T16735,Northeast India,8,14446,7,Cultural,Spiritual,Mid-range,Off-season,Tier-3,False,Flight,False,False,21.5,22.6,26.4,11.0,9.3,9.2
T16736,Delhi,22,15113,9,Heritage,Adventure,Alternative,Peak,Tier-1,True,Bus,False,False,36.8,20.0,21.6,8.5,7.8,5.3
T16737,Varanasi,30,46064,7,Cultural,Spiritual,Luxury,Peak,Tier-2,True,Flight,False,False,39.0,18.6,16.8,9.4,8.5,7.7
T16738,Agra,30,6888,9,Adventure,Food,Mid-range,Off-season,Tier-2,False,Train,False,False,24.5,24.7,26.0,10.0,7.8,7.0
T16739,Lucknow,6,33520,8,Spiritual,Adventure,Budget,Off-season,Tier-2,False,Train,False,False,20.2,20.2,34.1,9.3,8.0,8.2
T16740,Kolkata,17,7364,7,Adventure,Spiritual,Luxury,Peak,Tier-2,False,Flight,True,False,37.5,18.6,19.0,8.4,7.7,8.8
T16741,Pune,18,62295,8,Heritage,Spiritual,Luxury,Moderate,Tier-2,False,Train,False,False,35.3,19.7,19.0,10.4,8.6,7.0
T16742,Goa,23,68896,10,Heritage,Beach,Luxury,Peak,Tier-1,True,Train,True,False,41.5,18.0,17.5,8.6,7.1,7.3
T16743,Bangalore,29,15469,1,Heritage,Adventure,Budget,Off-season,Tier-1,False,Bus,False,False,27.6,20.0,29.5,8.0,6.9,8.0
T16744,Kerala,17,18192,8,Cultural,Heritage,Mid-range,Moderate,Tier-3,True,Train,False,True,24.4,21.7,26.1,10.4,8.3,9.1
T16745,Udaipur,28,17844,7,Adventure,Heritage,Mid-range,Moderate,Tier-2,False,Train,False,False,27.0,21.2,25.0,10.2,8.3,8.3
T16746,Jaipur,17,37492,5,Spiritual,Adventure,Luxury,Off-season,Tier-1,False,Bus,False,False,36.7,18.0,20.0,9.6,7.9,7.8
T16747,Pune,2,11729,10,Spiritual,Beach,Mid-range,Peak,Tier-2,False,Train,False,True,34.7,18.6,20.1,10.1,9.0,7.5
T16748,Goa,24,44039,1,Adventure,Food,Mid-range,Peak,Tier-1,False,Flight,False,False,37.9,20.4,19.6,7.3,7.2,7.6
T16749,Jaipur,7,86405,1,Spiritual,Cultural,Mid-range,Peak,Tier-1,False,Flight,False,False,42.1,16.8,17.6,7.9,7.3,8.3
T16750,Delhi,30,25112,1,Cultural,Adventure,Mid-range,Peak,Tier-1,True,Train,False,False,37.8,19.2,19.6,8.0,7.3,8.1
T16751,Hyderabad,24,10812,2,Spiritual,Food,Mid-range,Moderate,Tier-2,True,Bus,False,False,30.5,23.2,20.4,9.0,8.8,8.1
T16752,Pune,7,20403,7,Food,Adventure,Mid-range,Moderate,Tier-2,False,Train,True,False,27.2,25.7,21.1,9.6,8.2,8.2
T16753,Bangalore,29,27257,1,Food,Heritage,Budget,Off-season,Tier-1,False,Flight,False,False,28.3,25.7,24.4,8.5,7.8,5.3
T16754,Hyderabad,29,41864,5,Cultural,Beach,Luxury,Peak,Tier-2,True,Flight,False,False,40.0,18.0,17.2,9.7,8.5,6.6
T16755,Rishikesh,24,25826,4,Adventure,Beach,Budget,Peak,Tier-3,False,Train,False,True,27.7,19.9,29.2,8.1,7.2,7.9
T16756,Varanasi,23,31427,8,Spiritual,Heritage,Mid-range,Peak,Tier-2,False,Train,False,False,35.4,18.5,20.0,10.3,8.2,7.6
T16757,Delhi,14,43355,6,Beach,Heritage,Budget,Peak,Tier-1,False,Train,False,False,33.0,19.5,25.0,7.9,7.4,7.2
T16758,Goa,25,32258,3,Heritage,Spiritual,Mid-range,Moderate,Tier-1,False,Flight,False,False,35.0,19.2,21.9,8.4,8.2,7.3
T16759,Northeast India,19,25960,10,Cultural,Food,Budget,Moderate,Tier-3,True,Train,False,False,20.1,26.1,29.7,9.4,8.0,6.7
T16760,Rishikesh,8,7231,7,Spiritual,Heritage,Alternative,Off-season,Tier-3,False,Train,False,False,20.2,20.6,29.9,11.0,9.6,8.7
T16761,Bangalore,14,52715,2,Adventure,Food,Mid-range,Peak,Tier-1,False,Own-vehicle,False,False,38.7,19.7,19.9,7.3,7.2,7.2
T16762,Kolkata,26,41203,7,Adventure,Cultural,Mid-range,Peak,Tier-2,True,Train,False,False,33.1,20.3,22.3,9.2,7.9,7.2
T16763,Agra,4,24515,10,Cultural,Beach,Mid-range,Moderate,Tier-2,False,Train,False,True,27.8,26.9,20.3,9.1,8.5,7.4
T16764,Mumbai,28,13600,3,Food,Heritage,Mid-range,Peak,Tier-1,True,Flight,False,False,38.4,21.7,18.0,7.9,7.7,6.3
T16765,Varanasi,3,32940,5,Food,Spiritual,Budget,Off-season,Tier-2,False,Bus,False,False,20.5,27.2,28.1,9.6,7.6,7.0
T16766,Rajasthan (non-GT),9,13480,10,Heritage,Cultural,Mid-range,Peak,Tier-3,True,Train,False,False,31.2,20.9,22.5,9.3,8.3,7.8
T16767,Northeast India,4,83887,3,Adventure,Food,Luxury,Moderate,Tier-3,False,Flight,False,True,31.4,23.3,21.3,8.6,8.3,7.1
T16768,Kolkata,26,10722,10,Heritage,Cultural,Luxury,Peak,Tier-2,True,Flight,True,False,38.1,19.9,17.6,9.5,7.6,7.3
T16769,Rishikesh,8,21239,10,Spiritual,Food,Mid-range,Peak,Tier-3,True,Flight,False,False,33.0,20.9,19.6,9.2,8.2,9.1
T16770,Rishikesh,30,25946,8,Food,Adventure,Mid-range,Peak,Tier-3,True,Flight,False,False,30.1,25.4,20.4,8.4,7.2,8.5
T16771,Jaipur,25,14862,9,Heritage,Beach,Budget,Peak,Tier-1,True,Train,False,False,33.6,19.7,24.6,7.8,7.2,7.1
T16772,Himachal Pradesh,23,19228,4,Cultural,Beach,Luxury,Moderate,Tier-3,False,Own-vehicle,False,True,33.0,20.7,21.0,8.9,7.8,8.6
T16773,Udaipur,4,31045,9,Food,Cultural,Mid-range,Peak,Tier-2,False,Bus,False,False,33.5,24.1,18.0,8.5,7.3,8.6
T16774,Agra,24,18410,5,Cultural,Food,Luxury,Peak,Tier-2,False,Bus,False,False,39.0,20.9,16.2,9.3,7.8,6.8
T16775,Northeast India,8,82036,8,Cultural,Beach,Mid-range,Peak,Tier-3,False,Train,False,False,32.2,20.2,21.9,9.9,8.4,7.4
T16776,Hyderabad,8,29116,4,Cultural,Adventure,Mid-range,Off-season,Tier-2,True,Bus,False,False,27.1,21.4,24.1,9.8,9.4,8.2
T16777,Rishikesh,17,10608,10,Cultural,Food,Luxury,Moderate,Tier-3,False,Train,True,False,31.0,24.5,18.9,9.0,8.6,8.0
T16778,Jaipur,17,14540,8,Food,Beach,Budget,Off-season,Tier-1,True,Train,False,False,26.0,24.6,27.0,8.1,7.9,6.4
T16779,Rajasthan (non-GT),13,59243,7,Adventure,Adventure,Alternative,Moderate,Tier-3,True,Train,False,False,22.1,24.9,27.5,8.9,8.4,8.2
T16780,Udaipur,27,14128,2,Beach,Cultural,Mid-range,Peak,Tier-2,False,Bus,False,False,36.2,19.4,20.7,8.4,7.2,8.1
T16781,Kerala,24,13176,4,Heritage,Beach,Luxury,Peak,Tier-3,True,Train,False,True,38.2,19.2,19.7,8.3,7.8,6.8
T16782,Jaipur,11,15529,2,Heritage,Food,Mid-range,Off-season,Tier-1,True,Bus,False,False,31.9,22.7,21.3,8.5,8.2,7.4
T16783,Rajasthan (non-GT),24,5000,8,Food,Heritage,Luxury,Peak,Tier-3,True,Train,False,False,34.8,23.2,17.3,9.0,7.1,8.6
T16784,Udaipur,23,64815,4,Beach,Heritage,Luxury,Peak,Tier-2,True,Bus,False,False,40.7,19.2,18.1,7.7,7.2,7.1
T16785,Delhi,26,9607,7,Beach,Spiritual,Mid-range,Peak,Tier-1,True,Flight,True,False,39.5,17.6,19.3,8.0,7.8,7.8
T16786,Mumbai,4,75046,7,Spiritual,Adventure,Budget,Off-season,Tier-1,False,Train,False,False,26.6,18.6,30.7,8.7,8.0,7.4
T16787,Bangalore,16,83610,7,Adventure,Cultural,Mid-range,Moderate,Tier-1,True,Train,False,False,33.7,20.4,23.2,9.4,8.0,5.3
T16788,Udaipur,15,48343,2,Food,Adventure,Mid-range,Off-season,Tier-2,True,Flight,False,False,26.9,26.8,22.6,8.8,8.1,6.8
T16789,Pune,28,41012,3,Spiritual,Food,Mid-range,Peak,Tier-2,False,Train,False,False,36.3,20.8,18.2,8.6,7.7,8.4
T16790,Udaipur,14,51432,10,Beach,Cultural,Alternative,Moderate,Tier-2,True,Own-vehicle,False,False,24.6,22.2,26.8,10.2,9.0,7.2
T16791,Kolkata,16,40120,4,Food,Adventure,Luxury,Peak,Tier-2,False,Flight,False,False,38.1,22.1,17.4,8.2,7.1,7.1
T16792,Jaipur,14,64961,6,Adventure,Spiritual,Budget,Off-season,Tier-1,False,Flight,False,False,26.1,19.3,29.7,9.1,7.8,8.0
T16793,Kerala,18,34362,3,Beach,Adventure,Budget,Peak,Tier-3,False,Train,False,False,28.5,19.9,28.4,8.1,7.8,7.3
T16794,Pune,24,11618,7,Cultural,Food,Luxury,Moderate,Tier-2,True,Flight,False,False,33.3,23.2,17.5,9.3,8.4,8.3
T16795,Udaipur,23,108371,9,Adventure,Cultural,Mid-range,Peak,Tier-2,True,Train,False,False,32.7,19.3,22.7,9.5,8.0,7.8
T16796,Pune,7,5000,4,Cultural,Spiritual,Mid-range,Peak,Tier-2,True,Train,True,False,36.3,19.3,20.0,8.7,8.1,7.6
T16797,Pune,13,50072,4,Cultural,Spiritual,Mid-range,Peak,Tier-2,False,Flight,False,False,36.4,19.4,19.5,9.0,7.8,7.9
T16798,Udaipur,4,15758,5,Heritage,Spiritual,Budget,Moderate,Tier-2,False,Flight,False,False,22.8,20.9,30.1,9.5,8.2,8.5
T16799,Delhi,12,9849,8,Beach,Adventure,Mid-range,Off-season,Tier-1,True,Bus,False,False,30.7,20.5,24.7,9.0,7.7,7.4
T16800,Delhi,12,41001,9,Beach,Heritage,Mid-range,Moderate,Tier-1,False,Own-vehicle,False,True,32.6,19.6,22.9,8.3,7.7,8.9
T16801,Goa,10,11720,6,Food,Cultural,Mid-range,Moderate,Tier-1,True,Train,False,False,32.5,24.1,18.9,8.1,7.9,8.5
T16802,Bangalore,5,38445,3,Heritage,Beach,Alternative,Moderate,Tier-1,True,Flight,False,False,32.3,19.6,23.6,7.7,8.1,8.7
T16803,Kolkata,22,9930,1,Beach,Spiritual,Luxury,Moderate,Tier-2,False,Train,False,False,35.3,20.0,18.8,8.8,8.9,8.2
T16804,Agra,4,18563,8,Adventure,Cultural,Budget,Moderate,Tier-2,False,Flight,True,False,22.1,21.9,31.7,8.7,7.8,7.8
T16805,Kolkata,10,61314,4,Food,Cultural,Luxury,Peak,Tier-2,True,Own-vehicle,False,False,40.2,22.0,16.0,7.6,7.1,7.1
T16806,Kolkata,9,24757,7,Food,Cultural,Luxury,Moderate,Tier-2,True,Train,False,False,32.9,25.5,17.5,8.9,7.4,7.8
T16807,Rishikesh,12,16292,4,Adventure,Food,Mid-range,Moderate,Tier-3,True,Train,False,False,25.7,24.3,24.3,8.5,7.7,9.5
T16808,Goa,7,10835,2,Adventure,Beach,Luxury,Off-season,Tier-1,False,Train,False,False,37.1,18.6,21.8,8.1,7.7,6.7
T16809,Kolkata,7,16357,2,Heritage,Spiritual,Mid-range,Off-season,Tier-2,False,Train,True,False,26.8,21.2,25.6,9.0,9.0,8.4
T16810,Goa,20,31377,8,Heritage,Adventure,Alternative,Moderate,Tier-1,True,Train,False,False,30.7,22.2,21.6,9.1,8.9,7.5
T16811,Mumbai,2,36252,8,Heritage,Spiritual,Mid-range,Moderate,Tier-1,True,Train,False,False,33.8,19.4,21.0,9.3,8.0,8.5
T16812,Udaipur,10,38218,1,Cultural,Spiritual,Mid-range,Peak,Tier-2,False,Flight,False,False,35.0,23.7,18.0,8.2,8.4,6.7
T16813,Varanasi,28,22039,7,Spiritual,Beach,Mid-range,Moderate,Tier-2,True,Train,False,True,28.9,19.7,22.9,11.2,8.9,8.4
T16814,Udaipur,19,56301,3,Cultural,Beach,Alternative,Peak,Tier-2,False,Flight,False,False,33.6,20.4,22.0,8.1,8.3,7.6
T16815,Bangalore,16,83787,5,Heritage,Food,Budget,Moderate,Tier-1,True,Own-vehicle,False,False,28.3,22.7,25.3,9.2,8.0,6.5
T16816,Kolkata,3,10360,2,Spiritual,Heritage,Mid-range,Off-season,Tier-2,False,Bus,False,False,27.9,20.5,24.2,9.6,9.1,8.7
T16817,Mumbai,5,21208,1,Adventure,Cultural,Luxury,Off-season,Tier-2,False,Flight,False,False,32.0,19.8,22.3,8.5,7.6,9.8
T16818,Northeast India,11,22981,4,Heritage,Cultural,Budget,Peak,Tier-3,False,Bus,False,False,28.0,20.2,27.5,8.4,7.5,8.4
T16819,Rishikesh,30,27400,7,Heritage,Beach,Mid-range,Off-season,Tier-3,True,Flight,False,False,21.5,23.0,29.2,10.1,8.4,7.8
T16820,Himachal Pradesh,6,10587,1,Food,Cultural,Budget,Peak,Tier-3,True,Bus,True,False,27.6,25.1,24.9,7.8,7.8,6.8
T16821,Rajasthan (non-GT),8,18344,2,Spiritual,Food,Luxury,Moderate,Tier-3,False,Flight,False,True,34.6,22.2,18.1,9.3,8.1,7.7
T16822,Varanasi,3,113702,10,Beach,Spiritual,Budget,Off-season,Tier-2,False,Own-vehicle,False,False,20.4,20.7,33.9,9.5,8.7,6.8
T16823,Udaipur,4,32726,2,Food,Spiritual,Budget,Peak,Tier-2,True,Flight,False,False,30.0,23.3,23.3,8.1,7.5,7.8
T16824,Kerala,21,35684,10,Cultural,Food,Luxury,Moderate,Tier-3,True,Flight,True,False,31.0,22.9,19.4,10.0,8.3,8.4
T16825,Pune,13,11852,7,Adventure,Beach,Mid-range,Moderate,Tier-2,False,Own-vehicle,False,False,27.5,21.3,25.7,10.4,8.0,7.1
T16826,Mumbai,5,22926,10,Heritage,Beach,Mid-range,Off-season,Tier-1,False,Train,False,False,31.4,20.3,23.7,8.6,7.5,8.5
T16827,Pune,27,54166,9,Beach,Heritage,Budget,Peak,Tier-2,True,Train,False,False,28.8,19.7,28.2,8.3,7.1,7.9
T16828,Kolkata,4,24086,7,Beach,Adventure,Budget,Peak,Tier-2,False,Train,False,False,28.9,20.6,27.6,9.2,7.0,6.7
T16829,Udaipur,5,5000,7,Cultural,Beach,Budget,Moderate,Tier-2,False,Train,False,True,22.4,21.9,29.3,9.6,8.0,8.8
T16830,Jaipur,18,37632,3,Beach,Heritage,Mid-range,Off-season,Tier-1,False,Flight,True,False,33.4,20.7,23.4,8.2,8.1,6.2
T16831,Hyderabad,4,86678,8,Beach,Food,Mid-range,Off-season,Tier-2,True,Train,False,False,24.2,25.6,24.4,9.7,8.0,8.1
T16832,Delhi,9,59609,10,Spiritual,Adventure,Alternative,Off-season,Tier-1,False,Train,False,False,29.1,18.5,25.9,9.1,9.3,8.1
T16833,Jaipur,11,36656,7,Spiritual,Adventure,Mid-range,Moderate,Tier-1,False,Own-vehicle,True,False,34.1,19.0,21.6,9.6,8.5,7.2
T16834,Mumbai,21,15633,5,Adventure,Cultural,Budget,Off-season,Tier-1,False,Train,False,True,26.8,19.7,31.4,8.6,7.3,6.2
T16835,Agra,9,15624,9,Heritage,Food,Mid-range,Peak,Tier-2,False,Flight,False,False,34.7,21.8,20.2,8.8,7.6,6.9
T16836,Delhi,25,45812,3,Adventure,Food,Mid-range,Moderate,Tier-1,False,Flight,False,False,33.4,21.2,21.6,8.2,7.6,8.0
T16837,Kerala,7,46664,6,Beach,Spiritual,Luxury,Moderate,Tier-3,False,Train,True,False,31.2,20.9,21.8,10.1,8.4,7.6
T16838,Himachal Pradesh,18,14146,8,Adventure,Beach,Luxury,Peak,Tier-3,False,Train,False,False,35.9,19.9,20.9,9.3,7.3,6.7
T16839,Udaipur,25,39273,1,Spiritual,Beach,Mid-range,Peak,Tier-2,True,Own-vehicle,False,False,38.1,17.9,19.5,8.9,8.2,7.4
T16840,Himachal Pradesh,21,9599,10,Heritage,Food,Mid-range,Peak,Tier-3,False,Train,False,False,25.9,23.4,27.0,9.0,7.8,6.9
T16841,Himachal Pradesh,29,28590,10,Heritage,Spiritual,Luxury,Moderate,Tier-3,False,Train,True,False,31.4,20.1,21.4,10.9,8.9,7.3
T16842,Lucknow,14,19122,5,Cultural,Spiritual,Budget,Off-season,Tier-2,False,Bus,True,False,20.4,21.5,32.0,10.7,8.1,7.3
T16843,Agra,24,12840,8,Heritage,Cultural,Mid-range,Off-season,Tier-2,False,Train,False,False,24.6,23.0,25.6,10.5,8.9,7.4
T16844,Delhi,20,36159,7,Spiritual,Heritage,Mid-range,Moderate,Tier-1,True,Flight,False,False,34.2,19.3,20.7,9.6,8.4,7.8
T16845,Mumbai,23,5000,7,Cultural,Cultural,Luxury,Peak,Tier-1,True,Flight,False,False,42.9,18.3,17.1,7.9,7.2,6.6
T16846,Hyderabad,20,9238,9,Cultural,Spiritual,Budget,Moderate,Tier-2,False,Flight,False,False,23.0,20.9,30.5,10.2,8.4,7.0
T16847,Pune,5,10149,7,Cultural,Beach,Mid-range,Moderate,Tier-2,False,Train,False,False,28.1,21.1,23.2,10.0,8.5,9.1
T16848,Pune,23,16519,8,Adventure,Beach,Budget,Moderate,Tier-2,True,Flight,False,False,22.5,21.3,32.6,8.3,7.1,8.2
T16849,Goa,16,77149,5,Cultural,Spiritual,Luxury,Moderate,Tier-1,True,Flight,False,False,39.8,18.8,16.9,8.9,7.6,8.0
T16850,Lucknow,7,42522,8,Food,Heritage,Mid-range,Peak,Tier-2,False,Train,False,False,32.2,24.5,18.6,9.2,7.9,7.6
T16851,Bangalore,25,29270,5,Beach,Food,Mid-range,Peak,Tier-1,False,Own-vehicle,False,False,37.8,20.1,18.7,8.1,7.2,8.1
T16852,Rishikesh,5,66775,8,Food,Spiritual,Luxury,Off-season,Tier-3,True,Bus,False,False,28.3,25.5,19.8,9.7,8.9,7.8
T16853,Lucknow,2,17725,9,Beach,Cultural,Mid-range,Off-season,Tier-2,False,Train,False,False,25.4,23.0,26.3,10.0,8.7,6.6
T16854,Varanasi,8,34091,1,Spiritual,Food,Mid-range,Peak,Tier-2,False,Bus,True,False,35.4,21.1,18.5,9.1,8.2,7.7
T16855,Kolkata,23,49623,1,Food,Cultural,Mid-range,Peak,Tier-2,False,Bus,False,True,34.5,23.7,18.2,7.9,7.5,8.2
T16856,Rajasthan (non-GT),5,67401,4,Spiritual,Heritage,Mid-range,Off-season,Tier-3,False,Flight,False,False,24.3,20.3,27.2,9.8,8.6,9.8
T16857,Goa,29,72176,10,Food,Beach,Budget,Moderate,Tier-1,True,Bus,False,False,28.1,23.8,24.2,8.1,7.5,8.3
T16858,Delhi,17,42770,6,Spiritual,Cultural,Luxury,Moderate,Tier-1,False,Flight,False,False,40.4,18.3,17.3,9.1,8.3,6.6
T16859,Kolkata,11,84935,5,Heritage,Cultural,Mid-range,Moderate,Tier-2,True,Flight,False,False,28.1,21.4,23.0,10.9,8.9,7.7
T16860,Kolkata,20,14696,10,Beach,Adventure,Mid-range,Moderate,Tier-2,False,Own-vehicle,False,False,27.6,21.3,26.4,9.4,8.0,7.3
T16861,Agra,30,67643,8,Adventure,Spiritual,Luxury,Moderate,Tier-2,False,Flight,False,True,33.1,19.7,21.6,9.8,8.5,7.3
T16862,Northeast India,15,25015,8,Beach,Spiritual,Luxury,Peak,Tier-3,False,Flight,False,False,37.7,18.7,18.6,9.2,7.6,8.2
T16863,Goa,26,14557,7,Heritage,Food,Mid-range,Moderate,Tier-1,False,Flight,False,False,34.1,21.3,21.6,9.2,7.5,6.3
T16864,Northeast India,15,55041,10,Cultural,Heritage,Luxury,Peak,Tier-3,False,Bus,False,False,37.0,19.4,18.3,8.8,7.8,8.7
T16865,Jaipur,30,23470,1,Heritage,Adventure,Alternative,Peak,Tier-1,False,Train,False,False,38.2,18.6,21.1,8.1,7.5,6.5
T16866,Jaipur,26,19355,1,Heritage,Cultural,Budget,Peak,Tier-1,False,Train,False,False,34.2,19.1,24.7,7.4,7.6,7.0
T16867,Agra,28,60262,10,Heritage,Spiritual,Mid-range,Moderate,Tier-2,False,Flight,False,False,27.8,20.9,23.6,11.3,9.2,7.2
